,Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
8871,France,Soybeans,2010,867,61903,10.41,27495
8872,France,Wheat,2010,867,61903,10.41,70405
8873,France,Maize,2011,867,61039,12.33,99668
8874,France,Potatoes,2011,867,61039,12.33,468991
8875,France,"Rice, paddy",2011,867,61039,12.33,56263
8876,France,Sorghum,2011,867,61039,12.33,64627
8877,France,Soybeans,2011,867,61039,12.33,29473
8878,France,Wheat,2011,867,61039,12.33,66563
8879,France,Maize,2012,867,63547.59,11.22,90024
8880,France,Potatoes,2012,867,63547.59,11.22,413769
8881,France,"Rice, paddy",2012,867,63547.59,11.22,55947
8882,France,Sorghum,2012,867,63547.59,11.22,56861
8883,France,Soybeans,2012,867,63547.59,11.22,27815
8884,France,Wheat,2012,867,63547.59,11.22,71512
8885,France,Maize,2013,867,66497.29,11.01,81592
8886,France,Potatoes,2013,867,66497.29,11.01,431560
8887,France,"Rice, paddy",2013,867,66497.29,11.01,39400
8888,France,Sorghum,2013,867,66497.29,11.01,54344
8889,France,Soybeans,2013,867,66497.29,11.01,25599
8890,France,Wheat,2013,867,66497.29,11.01,72656
8891,Germany,Maize,1990,700,31289,10.71,67762
8892,Germany,Maize,1990,700,31289,10.08,67762
8893,Germany,Maize,1990,700,31289,5.92,67762
8894,Germany,Potatoes,1990,700,31289,10.71,257764
8895,Germany,Potatoes,1990,700,31289,10.08,257764
8896,Germany,Potatoes,1990,700,31289,5.92,257764
8897,Germany,Soybeans,1990,700,31289,10.71,19792
8898,Germany,Soybeans,1990,700,31289,10.08,19792
8899,Germany,Soybeans,1990,700,31289,5.92,19792
8900,Germany,Wheat,1990,700,31289,10.71,62734
8901,Germany,Wheat,1990,700,31289,10.08,62734
8902,Germany,Wheat,1990,700,31289,5.92,62734
8903,Germany,Maize,1991,700,32006,9.36,68432
8904,Germany,Maize,1991,700,32006,8.79,68432
8905,Germany,Maize,1991,700,32006,4.93,68432
8906,Germany,Potatoes,1991,700,32006,9.36,298464
8907,Germany,Potatoes,1991,700,32006,8.79,298464
8908,Germany,Potatoes,1991,700,32006,4.93,298464
8909,Germany,Soybeans,1991,700,32006,9.36,23917
8910,Germany,Soybeans,1991,700,32006,8.79,23917
8911,Germany,Soybeans,1991,700,32006,4.93,23917
8912,Germany,Wheat,1991,700,32006,9.36,67712
8913,Germany,Wheat,1991,700,32006,8.79,67712
8914,Germany,Wheat,1991,700,32006,4.93,67712
8915,Germany,Maize,1992,700,29542,10.38,72348
8916,Germany,Maize,1992,700,29542,9.84,72348
8917,Germany,Maize,1992,700,29542,5.91,72348
8918,Germany,Potatoes,1992,700,29542,10.38,301928
8919,Germany,Potatoes,1992,700,29542,9.84,301928
8920,Germany,Potatoes,1992,700,29542,5.91,301928
8921,Germany,Soybeans,1992,700,29542,10.38,30000
8922,Germany,Soybeans,1992,700,29542,9.84,30000
8923,Germany,Soybeans,1992,700,29542,5.91,30000
8924,Germany,Wheat,1992,700,29542,10.38,59811
8925,Germany,Wheat,1992,700,29542,9.84,59811
8926,Germany,Wheat,1992,700,29542,5.91,59811
8927,Germany,Maize,1993,700,25170,9.34,80227
8928,Germany,Maize,1993,700,25170,8.57,80227
8929,Germany,Maize,1993,700,25170,5.33,80227
8930,Germany,Potatoes,1993,700,25170,9.34,392539
8931,Germany,Potatoes,1993,700,25170,8.57,392539
8932,Germany,Potatoes,1993,700,25170,5.33,392539
8933,Germany,Soybeans,1993,700,25170,9.34,20000
8934,Germany,Soybeans,1993,700,25170,8.57,20000
8935,Germany,Soybeans,1993,700,25170,5.33,20000
8936,Germany,Wheat,1993,700,25170,9.34,65841
8937,Germany,Wheat,1993,700,25170,8.57,65841
8938,Germany,Wheat,1993,700,25170,5.33,65841
8939,Germany,Maize,1994,700,26330,10.43,70808
8940,Germany,Maize,1994,700,26330,9.73,70808
8941,Germany,Maize,1994,700,26330,6.64,70808
8942,Germany,Potatoes,1994,700,26330,10.43,329512
8943,Germany,Potatoes,1994,700,26330,9.73,329512
8944,Germany,Potatoes,1994,700,26330,6.64,329512
8945,Germany,Soybeans,1994,700,26330,10.43,20000
8946,Germany,Soybeans,1994,700,26330,9.73,20000
8947,Germany,Soybeans,1994,700,26330,6.64,20000
8948,Germany,Wheat,1994,700,26330,10.43,67684
8949,Germany,Wheat,1994,700,26330,9.73,67684
8950,Germany,Wheat,1994,700,26330,6.64,67684
8951,Germany,Maize,1995,700,30090,9.75,73664
8952,Germany,Maize,1995,700,30090,9.16,73664
8953,Germany,Maize,1995,700,30090,5.33,73664
8954,Germany,Potatoes,1995,700,30090,9.75,314059
8955,Germany,Potatoes,1995,700,30090,9.16,314059
8956,Germany,Potatoes,1995,700,30090,5.33,314059
8957,Germany,Soybeans,1995,700,30090,9.75,20587
8958,Germany,Soybeans,1995,700,30090,9.16,20587
8959,Germany,Soybeans,1995,700,30090,5.33,20587
8960,Germany,Wheat,1995,700,30090,9.75,68882
8961,Germany,Wheat,1995,700,30090,9.16,68882
8962,Germany,Wheat,1995,700,30090,5.33,68882
8963,Germany,Maize,1996,700,31683,7.88,78272
8964,Germany,Maize,1996,700,31683,7.42,78272
8965,Germany,Maize,1996,700,31683,4.49,78272
8966,Germany,Potatoes,1996,700,31683,7.88,390096
8967,Germany,Potatoes,1996,700,31683,7.42,390096
8968,Germany,Potatoes,1996,700,31683,4.49,390096
8969,Germany,Soybeans,1996,700,31683,7.88,20000
8970,Germany,Soybeans,1996,700,31683,7.42,20000
8971,Germany,Soybeans,1996,700,31683,4.49,20000
8972,Germany,Wheat,1996,700,31683,7.88,72932
8973,Germany,Wheat,1996,700,31683,7.42,72932
8974,Germany,Wheat,1996,700,31683,4.49,72932
8975,Germany,Maize,1997,700,30414,9.73,86577
8976,Germany,Maize,1997,700,30414,9.27,86577
8977,Germany,Maize,1997,700,30414,5.79,86577
8978,Germany,Potatoes,1997,700,30414,9.73,384055
8979,Germany,Potatoes,1997,700,30414,9.27,384055
8980,Germany,Potatoes,1997,700,30414,5.79,384055
8981,Germany,Soybeans,1997,700,30414,9.73,20000
8982,Germany,Soybeans,1997,700,30414,9.27,20000
8983,Germany,Soybeans,1997,700,30414,5.79,20000
8984,Germany,Wheat,1997,700,30414,9.73,72902
8985,Germany,Wheat,1997,700,30414,9.27,72902
8986,Germany,Wheat,1997,700,30414,5.79,72902
8987,Germany,Maize,1998,700,33377,10.05,81561
8988,Germany,Maize,1998,700,33377,9.31,81561
8989,Germany,Maize,1998,700,33377,5.66,81561
8990,Germany,Potatoes,1998,700,33377,10.05,381394
8991,Germany,Potatoes,1998,700,33377,9.31,381394
8992,Germany,Potatoes,1998,700,33377,5.66,381394
8993,Germany,Soybeans,1998,700,33377,10.05,21896
8994,Germany,Soybeans,1998,700,33377,9.31,21896
8995,Germany,Soybeans,1998,700,33377,5.66,21896
8996,Germany,Wheat,1998,700,33377,10.05,72035
8997,Germany,Wheat,1998,700,33377,9.31,72035
8998,Germany,Wheat,1998,700,33377,5.66,72035
8999,Germany,Maize,1999,700,30019,10.58,87850
9000,Germany,Maize,1999,700,30019,10.02,87850
9001,Germany,Maize,1999,700,30019,5.55,87850
9002,Germany,Potatoes,1999,700,30019,10.58,374989
9003,Germany,Potatoes,1999,700,30019,10.02,374989
9004,Germany,Potatoes,1999,700,30019,5.55,374989
9005,Germany,Soybeans,1999,700,30019,10.58,26010
9006,Germany,Soybeans,1999,700,30019,10.02,26010
9007,Germany,Soybeans,1999,700,30019,5.55,26010
9008,Germany,Wheat,1999,700,30019,10.58,75411
9009,Germany,Wheat,1999,700,30019,10.02,75411
9010,Germany,Wheat,1999,700,30019,5.55,75411
9011,Germany,Maize,2000,700,35273.17,10.96,92119
9012,Germany,Maize,2000,700,35273.17,10.12,92119
9013,Germany,Maize,2000,700,35273.17,6.33,92119
9014,Germany,Potatoes,2000,700,35273.17,10.96,433437
9015,Germany,Potatoes,2000,700,35273.17,10.12,433437
9016,Germany,Potatoes,2000,700,35273.17,6.33,433437
9017,Germany,Soybeans,2000,700,35273.17,10.96,20000
9018,Germany,Soybeans,2000,700,35273.17,10.12,20000
9019,Germany,Soybeans,2000,700,35273.17,6.33,20000
9020,Germany,Wheat,2000,700,35273.17,10.96,72826
9021,Germany,Wheat,2000,700,35273.17,10.12,72826
9022,Germany,Wheat,2000,700,35273.17,6.33,72826
9023,Germany,Maize,2001,700,33423.49,9.69,88376
9024,Germany,Maize,2001,700,33423.49,9.19,88376
9025,Germany,Maize,2001,700,33423.49,5.59,88376
9026,Germany,Potatoes,2001,700,33423.49,9.69,407758
9027,Germany,Potatoes,2001,700,33423.49,9.19,407758
9028,Germany,Potatoes,2001,700,33423.49,5.59,407758
9029,Germany,Soybeans,2001,700,33423.49,9.69,19584
9030,Germany,Soybeans,2001,700,33423.49,9.19,19584
9031,Germany,Soybeans,2001,700,33423.49,5.59,19584
9032,Germany,Wheat,2001,700,33423.49,9.69,78827
9033,Germany,Wheat,2001,700,33423.49,9.19,78827
9034,Germany,Wheat,2001,700,33423.49,5.59,78827
9035,Germany,Maize,2002,700,34431.72,10.26,93755
9036,Germany,Maize,2002,700,34431.72,9.86,93755
9037,Germany,Maize,2002,700,34431.72,6.26,93755
9038,Germany,Potatoes,2002,700,34431.72,10.26,391226
9039,Germany,Potatoes,2002,700,34431.72,9.86,391226
9040,Germany,Potatoes,2002,700,34431.72,6.26,391226
9041,Germany,Soybeans,2002,700,34431.72,10.26,15337
9042,Germany,Soybeans,2002,700,34431.72,9.86,15337
9043,Germany,Soybeans,2002,700,34431.72,6.26,15337
9044,Germany,Wheat,2002,700,34431.72,10.26,69056
9045,Germany,Wheat,2002,700,34431.72,9.86,69056
9046,Germany,Wheat,2002,700,34431.72,6.26,69056
9047,Germany,Maize,2004,700,34930.37,9.82,90966
9048,Germany,Maize,2004,700,34930.37,9.48,90966
9049,Germany,Maize,2004,700,34930.37,5.43,90966
9050,Germany,Potatoes,2004,700,34930.37,9.82,441756
9051,Germany,Potatoes,2004,700,34930.37,9.48,441756
9052,Germany,Potatoes,2004,700,34930.37,5.43,441756
9053,Germany,Wheat,2004,700,34930.37,9.82,81716
9054,Germany,Wheat,2004,700,34930.37,9.48,81716
9055,Germany,Wheat,2004,700,34930.37,5.43,81716
9056,Germany,Maize,2005,700,36386.27,9.92,92139
9057,Germany,Maize,2005,700,36386.27,9.58,92139
9058,Germany,Maize,2005,700,36386.27,5.01,92139
9059,Germany,Potatoes,2005,700,36386.27,9.92,419798
9060,Germany,Potatoes,2005,700,36386.27,9.58,419798
9061,Germany,Potatoes,2005,700,36386.27,5.01,419798
9062,Germany,Wheat,2005,700,36386.27,9.92,74651
9063,Germany,Wheat,2005,700,36386.27,9.58,74651
9064,Germany,Wheat,2005,700,36386.27,5.01,74651
9065,Germany,Maize,2006,700,38540.15,10.55,80307
9066,Germany,Maize,2006,700,38540.15,10.15,80307
9067,Germany,Maize,2006,700,38540.15,5.94,80307
9068,Germany,Potatoes,2006,700,38540.15,10.55,365680
9069,Germany,Potatoes,2006,700,38540.15,10.15,365680
9070,Germany,Potatoes,2006,700,38540.15,5.94,365680
9071,Germany,Soybeans,2006,700,38540.15,10.55,10000
9072,Germany,Soybeans,2006,700,38540.15,10.15,10000
9073,Germany,Soybeans,2006,700,38540.15,5.94,10000
9074,Germany,Wheat,2006,700,38540.15,10.55,72007
9075,Germany,Wheat,2006,700,38540.15,10.15,72007
9076,Germany,Wheat,2006,700,38540.15,5.94,72007
9077,Germany,Maize,2007,700,40740.64,10.88,94475
9078,Germany,Maize,2007,700,40740.64,10.37,94475
9079,Germany,Maize,2007,700,40740.64,6.28,94475
9080,Germany,Potatoes,2007,700,40740.64,10.88,423470
9081,Germany,Potatoes,2007,700,40740.64,10.37,423470
9082,Germany,Potatoes,2007,700,40740.64,6.28,423470
9083,Germany,Soybeans,2007,700,40740.64,10.88,10000
9084,Germany,Soybeans,2007,700,40740.64,10.37,10000
9085,Germany,Soybeans,2007,700,40740.64,6.28,10000
9086,Germany,Wheat,2007,700,40740.64,10.88,69611
9087,Germany,Wheat,2007,700,40740.64,10.37,69611
9088,Germany,Wheat,2007,700,40740.64,6.28,69611
9089,Germany,Maize,2008,700,43413.01,10.66,98099
9090,Germany,Maize,2008,700,43413.01,10.04,98099
9091,Germany,Maize,2008,700,43413.01,5.94,98099
9092,Germany,Potatoes,2008,700,43413.01,10.66,437606
9093,Germany,Potatoes,2008,700,43413.01,10.04,437606
9094,Germany,Potatoes,2008,700,43413.01,5.94,437606
9095,Germany,Soybeans,2008,700,43413.01,10.66,10000
9096,Germany,Soybeans,2008,700,43413.01,10.04,10000
9097,Germany,Soybeans,2008,700,43413.01,5.94,10000
9098,Germany,Wheat,2008,700,43413.01,10.66,80873
9099,Germany,Wheat,2008,700,43413.01,10.04,80873
9100,Germany,Wheat,2008,700,43413.01,5.94,80873
9101,Germany,Maize,2009,700,39289.43,10.06,97500
9102,Germany,Maize,2009,700,39289.43,9.61,97500
9103,Germany,Maize,2009,700,39289.43,5.89,97500
9104,Germany,Potatoes,2009,700,39289.43,10.06,443045
9105,Germany,Potatoes,2009,700,39289.43,9.61,443045
9106,Germany,Potatoes,2009,700,39289.43,5.89,443045
9107,Germany,Soybeans,2009,700,39289.43,10.06,10000
9108,Germany,Soybeans,2009,700,39289.43,9.61,10000
9109,Germany,Soybeans,2009,700,39289.43,5.89,10000
9110,Germany,Wheat,2009,700,39289.43,10.06,78091
9111,Germany,Wheat,2009,700,39289.43,9.61,78091
9112,Germany,Wheat,2009,700,39289.43,5.89,78091
9113,Germany,Maize,2010,700,40832.42,8.61,90261
9114,Germany,Maize,2010,700,40832.42,7.97,90261
9115,Germany,Maize,2010,700,40832.42,4.85,90261
9116,Germany,Potatoes,2010,700,40832.42,8.61,398758
9117,Germany,Potatoes,2010,700,40832.42,7.97,398758
9118,Germany,Potatoes,2010,700,40832.42,4.85,398758
9119,Germany,Soybeans,2010,700,40832.42,8.61,20000
9120,Germany,Soybeans,2010,700,40832.42,7.97,20000
9121,Germany,Soybeans,2010,700,40832.42,4.85,20000
9122,Germany,Wheat,2010,700,40832.42,8.61,72120
9123,Germany,Wheat,2010,700,40832.42,7.97,72120
9124,Germany,Wheat,2010,700,40832.42,4.85,72120
9125,Germany,Maize,2011,700,43754.35,10.56,106243
9126,Germany,Maize,2011,700,43754.35,9.73,106243
9127,Germany,Maize,2011,700,43754.35,6.56,106243
9128,Germany,Potatoes,2011,700,43754.35,10.56,457565
9129,Germany,Potatoes,2011,700,43754.35,9.73,457565
9130,Germany,Potatoes,2011,700,43754.35,6.56,457565
9131,Germany,Soybeans,2011,700,43754.35,10.56,15000
9132,Germany,Soybeans,2011,700,43754.35,9.73,15000
9133,Germany,Soybeans,2011,700,43754.35,6.56,15000
9134,Germany,Wheat,2011,700,43754.35,10.56,70139
9135,Germany,Wheat,2011,700,43754.35,9.73,70139
9136,Germany,Wheat,2011,700,43754.35,6.56,70139
9137,Germany,Maize,2012,700,45522.5,9.96,104802
9138,Germany,Maize,2012,700,45522.5,9.2,104802
9139,Germany,Maize,2012,700,45522.5,5.88,104802
9140,Germany,Potatoes,2012,700,45522.5,9.96,447570
9141,Germany,Potatoes,2012,700,45522.5,9.2,447570
9142,Germany,Potatoes,2012,700,45522.5,5.88,447570
9143,Germany,Soybeans,2012,700,45522.5,9.96,20000
9144,Germany,Soybeans,2012,700,45522.5,9.2,20000
9145,Germany,Soybeans,2012,700,45522.5,5.88,20000
9146,Germany,Wheat,2012,700,45522.5,9.96,73312
9147,Germany,Wheat,2012,700,45522.5,9.2,73312
9148,Germany,Wheat,2012,700,45522.5,5.88,73312
9149,Germany,Maize,2013,700,43756.1,10.12,88276
9150,Germany,Maize,2013,700,43756.1,9.17,88276
9151,Germany,Maize,2013,700,43756.1,6,88276
9152,Germany,Potatoes,2013,700,43756.1,10.12,398258
9153,Germany,Potatoes,2013,700,43756.1,9.17,398258
9154,Germany,Potatoes,2013,700,43756.1,6,398258
9155,Germany,Soybeans,2013,700,43756.1,10.12,20000
9156,Germany,Soybeans,2013,700,43756.1,9.17,20000
9157,Germany,Soybeans,2013,700,43756.1,6,20000
9158,Germany,Wheat,2013,700,43756.1,10.12,79979
9159,Germany,Wheat,2013,700,43756.1,9.17,79979
9160,Germany,Wheat,2013,700,43756.1,6,79979
9161,Ghana,Cassava,1990,1187,65.8,26.73,84170
9162,Ghana,Maize,1990,1187,65.8,26.73,11889
9163,Ghana,Plantains and others,1990,1187,65.8,26.73,61890
9164,Ghana,"Rice, paddy",1990,1187,65.8,26.73,16510
9165,Ghana,Sorghum,1990,1187,65.8,26.73,6310
9166,Ghana,Yams,1990,1187,65.8,26.73,73451
9167,Ghana,Cassava,1991,1187,65.8,26.6,106630
9168,Ghana,Maize,1991,1187,65.8,26.6,15260
9169,Ghana,Plantains and others,1991,1187,65.8,26.6,67914
9170,Ghana,"Rice, paddy",1991,1187,65.8,26.6,15901
9171,Ghana,Sorghum,1991,1187,65.8,26.6,9193
9172,Ghana,Yams,1991,1187,65.8,26.6,115790
9173,Ghana,Cassava,1992,1187,65.8,26.47,102591
9174,Ghana,Maize,1992,1187,65.8,26.47,12040
9175,Ghana,Plantains and others,1992,1187,65.8,26.47,68873
9176,Ghana,"Rice, paddy",1992,1187,65.8,26.47,16499
9177,Ghana,Sorghum,1992,1187,65.8,26.47,8422
9178,Ghana,Yams,1992,1187,65.8,26.47,104034
9179,Ghana,Cassava,1993,1187,65.8,26.67,112309
9180,Ghana,Maize,1993,1187,65.8,26.67,15092
9181,Ghana,Plantains and others,1993,1187,65.8,26.67,80432
9182,Ghana,"Rice, paddy",1993,1187,65.8,26.67,20389
9183,Ghana,Sorghum,1993,1187,65.8,26.67,10604
9184,Ghana,Yams,1993,1187,65.8,26.67,131606
9185,Ghana,Cassava,1994,1187,65.8,26.62,115776
9186,Ghana,Maize,1994,1187,65.8,26.62,14933
9187,Ghana,Plantains and others,1994,1187,65.8,26.62,80365
9188,Ghana,"Rice, paddy",1994,1187,65.8,26.62,20062
9189,Ghana,Sorghum,1994,1187,65.8,26.62,10825
9190,Ghana,Yams,1994,1187,65.8,26.62,110256
9191,Ghana,Cassava,1995,1187,65.8,26.87,119924
9192,Ghana,Maize,1995,1187,65.8,26.87,15020
9193,Ghana,Plantains and others,1995,1187,65.8,26.87,77059
9194,Ghana,"Rice, paddy",1995,1187,65.8,26.87,20192
9195,Ghana,Sorghum,1995,1187,65.8,26.87,10765
9196,Ghana,Yams,1995,1187,65.8,26.87,120710
9197,Ghana,Cassava,1996,1187,1575.5,26.61,120392
9198,Ghana,Maize,1996,1187,1575.5,26.61,15153
9199,Ghana,Plantains and others,1996,1187,1575.5,26.61,79711
9200,Ghana,"Rice, paddy",1996,1187,1575.5,26.61,20496
9201,Ghana,Sorghum,1996,1187,1575.5,26.61,11245
9202,Ghana,Sweet potatoes,1996,1187,1575.5,26.61,13596
9203,Ghana,Yams,1996,1187,1575.5,26.61,127793
9204,Ghana,Cassava,1997,1187,502,26.58,118777
9205,Ghana,Maize,1997,1187,502,26.58,15285
9206,Ghana,Plantains and others,1997,1187,502,26.58,80890
9207,Ghana,"Rice, paddy",1997,1187,502,26.58,16746
9208,Ghana,Sorghum,1997,1187,502,26.58,10278
9209,Ghana,Sweet potatoes,1997,1187,502,26.58,13593
9210,Ghana,Yams,1997,1187,502,26.58,128490
9211,Ghana,Cassava,1998,1187,297.78,27.28,113891
9212,Ghana,Maize,1998,1187,297.78,27.28,14850
9213,Ghana,Plantains and others,1998,1187,297.78,27.28,77780
9214,Ghana,"Rice, paddy",1998,1187,297.78,27.28,14847
9215,Ghana,Sorghum,1998,1187,297.78,27.28,11656
9216,Ghana,Sweet potatoes,1998,1187,297.78,27.28,13617
9217,Ghana,Yams,1998,1187,297.78,27.28,128148
9218,Ghana,Cassava,1999,1187,114.13,26.74,122528
9219,Ghana,Maize,1999,1187,114.13,26.74,14557
9220,Ghana,Plantains and others,1999,1187,114.13,26.74,81007
9221,Ghana,"Rice, paddy",1999,1187,114.13,26.74,19919
9222,Ghana,Sorghum,1999,1187,114.13,26.74,9689
9223,Ghana,Sweet potatoes,1999,1187,114.13,26.74,13846
9224,Ghana,Yams,1999,1187,114.13,26.74,133871
9225,Ghana,Cassava,2000,1187,81.63,26.83,122812
9226,Ghana,Maize,2000,1187,81.63,26.83,14578
9227,Ghana,Plantains and others,2000,1187,81.63,26.83,79071
9228,Ghana,"Rice, paddy",2000,1187,81.63,26.83,21589
9229,Ghana,Sorghum,2000,1187,81.63,26.83,9692
9230,Ghana,Sweet potatoes,2000,1187,81.63,26.83,13953
9231,Ghana,Yams,2000,1187,81.63,26.83,128847
9232,Ghana,Cassava,2001,1187,82,26.76,123436
9233,Ghana,Maize,2001,1187,82,26.76,13150
9234,Ghana,Plantains and others,2001,1187,82,26.76,78227
9235,Ghana,"Rice, paddy",2001,1187,82,26.76,20185
9236,Ghana,Sorghum,2001,1187,82,26.76,8499
9237,Ghana,Sweet potatoes,2001,1187,82,26.76,14066
9238,Ghana,Yams,2001,1187,82,26.76,123414
9239,Ghana,Cassava,2002,1187,89.88,26.92,122489
9240,Ghana,Maize,2002,1187,89.88,26.92,14900
9241,Ghana,Plantains and others,2002,1187,89.88,26.92,82297
9242,Ghana,"Rice, paddy",2002,1187,89.88,26.92,22799
9243,Ghana,Sorghum,2002,1187,89.88,26.92,9375
9244,Ghana,Sweet potatoes,2002,1187,89.88,26.92,14071
9245,Ghana,Yams,2002,1187,89.88,26.92,129996
9246,Ghana,Cassava,2004,1187,134.25,27.02,124228
9247,Ghana,Maize,2004,1187,134.25,27.02,15794
9248,Ghana,Plantains and others,2004,1187,134.25,27.02,84670
9249,Ghana,"Rice, paddy",2004,1187,134.25,27.02,20253
9250,Ghana,Sorghum,2004,1187,134.25,27.02,9627
9251,Ghana,Sweet potatoes,2004,1187,134.25,27.02,14259
9252,Ghana,Yams,2004,1187,134.25,27.02,125220
9253,Ghana,Cassava,2005,1187,166.16,27.06,127560
9254,Ghana,Maize,2005,1187,166.16,27.06,15613
9255,Ghana,Plantains and others,2005,1187,166.16,27.06,96276
9256,Ghana,"Rice, paddy",2005,1187,166.16,27.06,23917
9257,Ghana,Sorghum,2005,1187,166.16,27.06,10000
9258,Ghana,Sweet potatoes,2005,1187,166.16,27.06,13869
9259,Ghana,Yams,2005,1187,166.16,27.06,108072
9260,Ghana,Cassava,2006,1187,771.58,27.1,122000
9261,Ghana,Maize,2006,1187,771.58,27.1,14994
9262,Ghana,Plantains and others,2006,1187,771.58,27.1,96990
9263,Ghana,"Rice, paddy",2006,1187,771.58,27.1,20000
9264,Ghana,Sorghum,2006,1187,771.58,27.1,9844
9265,Ghana,Sweet potatoes,2006,1187,771.58,27.1,14765
9266,Ghana,Yams,2006,1187,771.58,27.1,131938
9267,Ghana,Cassava,2007,1187,119.86,27.16,127640
9268,Ghana,Maize,2007,1187,119.86,27.16,15437
9269,Ghana,Plantains and others,2007,1187,119.86,27.16,105924
9270,Ghana,"Rice, paddy",2007,1187,119.86,27.16,17015
9271,Ghana,Sorghum,2007,1187,119.86,27.16,7427
9272,Ghana,Sweet potatoes,2007,1187,119.86,27.16,15242
9273,Ghana,Yams,2007,1187,119.86,27.16,135233
9274,Ghana,Cassava,2008,1187,350.83,26.98,135145
9275,Ghana,Maize,2008,1187,350.83,26.98,17371
9276,Ghana,Plantains and others,2008,1187,350.83,26.98,107039
9277,Ghana,"Rice, paddy",2008,1187,350.83,26.98,22735
9278,Ghana,Sorghum,2008,1187,350.83,26.98,11997
9279,Ghana,Sweet potatoes,2008,1187,350.83,26.98,15759
9280,Ghana,Yams,2008,1187,350.83,26.98,140831
9281,Ghana,Cassava,2009,1187,378.97,27.14,138074
9282,Ghana,Maize,2009,1187,378.97,27.14,16969
9283,Ghana,Plantains and others,2009,1187,378.97,27.14,109659
9284,Ghana,"Rice, paddy",2009,1187,378.97,27.14,24109
9285,Ghana,Sorghum,2009,1187,378.97,27.14,13119
9286,Ghana,Sweet potatoes,2009,1187,378.97,27.14,16326
9287,Ghana,Yams,2009,1187,378.97,27.14,152555
9288,Ghana,Cassava,2010,1187,378.97,27.57,154330
9289,Ghana,Maize,2010,1187,378.97,27.57,18874
9290,Ghana,Plantains and others,2010,1187,378.97,27.57,107868
9291,Ghana,"Rice, paddy",2010,1187,378.97,27.57,27126
9292,Ghana,Sorghum,2010,1187,378.97,27.57,12846
9293,Ghana,Sweet potatoes,2010,1187,378.97,27.57,16904
9294,Ghana,Yams,2010,1187,378.97,27.57,154841
9295,Ghana,Cassava,2011,1187,378.97,27.11,160124
9296,Ghana,Maize,2011,1187,378.97,27.11,16458
9297,Ghana,Plantains and others,2011,1187,378.97,27.11,107574
9298,Ghana,"Rice, paddy",2011,1187,378.97,27.11,23495
9299,Ghana,Sorghum,2011,1187,378.97,27.11,11790
9300,Ghana,Sweet potatoes,2011,1187,378.97,27.11,17687
9301,Ghana,Yams,2011,1187,378.97,27.11,155906
9302,Ghana,Cassava,2012,1187,378.97,26.86,167489
9303,Ghana,Maize,2012,1187,378.97,26.86,18712
9304,Ghana,Plantains and others,2012,1187,378.97,26.86,105443
9305,Ghana,"Rice, paddy",2012,1187,378.97,26.86,25386
9306,Ghana,Sorghum,2012,1187,378.97,26.86,12129
9307,Ghana,Sweet potatoes,2012,1187,378.97,26.86,18243
9308,Ghana,Yams,2012,1187,378.97,26.86,155717
9309,Ghana,Cassava,2013,1187,378.97,27.24,182704
9310,Ghana,Maize,2013,1187,378.97,27.24,17240
9311,Ghana,Plantains and others,2013,1187,378.97,27.24,108397
9312,Ghana,"Rice, paddy",2013,1187,378.97,27.24,26378
9313,Ghana,Sorghum,2013,1187,378.97,27.24,11369
9314,Ghana,Sweet potatoes,2013,1187,378.97,27.24,18243
9315,Ghana,Yams,2013,1187,378.97,27.24,167820
9316,Greece,Maize,1990,652,7420,18.05,96965
9317,Greece,Potatoes,1990,652,7420,18.05,189470
9318,Greece,"Rice, paddy",1990,652,7420,18.05,60000
9319,Greece,Sorghum,1990,652,7420,18.05,20000
9320,Greece,Soybeans,1990,652,7420,18.05,30000
9321,Greece,Sweet potatoes,1990,652,7420,18.05,168333
9322,Greece,Wheat,1990,652,7420,18.05,19332
9323,Greece,Maize,1991,652,7420,17.07,101042
9324,Greece,Potatoes,1991,652,7420,17.07,202182
9325,Greece,"Rice, paddy",1991,652,7420,17.07,54938
9326,Greece,Sorghum,1991,652,7420,17.07,30000
9327,Greece,Soybeans,1991,652,7420,17.07,27500
9328,Greece,Sweet potatoes,1991,652,7420,17.07,200958
9329,Greece,Wheat,1991,652,7420,17.07,31183
9330,Greece,Maize,1992,652,7869,17.13,99762
9331,Greece,Potatoes,1992,652,7869,17.13,204323
9332,Greece,"Rice, paddy",1992,652,7869,17.13,73611
9333,Greece,Sorghum,1992,652,7869,17.13,20000
9334,Greece,Soybeans,1992,652,7869,17.13,30000
9335,Greece,Sweet potatoes,1992,652,7869,17.13,235305
9336,Greece,Wheat,1992,652,7869,17.13,24315
9337,Greece,Maize,1993,652,8826,17.53,98951
9338,Greece,Potatoes,1993,652,8826,17.53,202484
9339,Greece,"Rice, paddy",1993,652,8826,17.53,73904
9340,Greece,Sorghum,1993,652,8826,17.53,56238
9341,Greece,Soybeans,1993,652,8826,17.53,24307
9342,Greece,Sweet potatoes,1993,652,8826,17.53,207924
9343,Greece,Wheat,1993,652,8826,17.53,22952
9344,Greece,Maize,1994,652,6341,18.47,97800
9345,Greece,Potatoes,1994,652,6341,18.47,200479
9346,Greece,"Rice, paddy",1994,652,6341,18.47,80813
9347,Greece,Sorghum,1994,652,6341,18.47,37895
9348,Greece,Soybeans,1994,652,6341,18.47,20107
